name,description,material,product_variants,sku,product_id,pack,size,unit,unit_count,gtin,retail_price,is_catch_weight,average_case_weight,image_url,manufacturer_sku,content_url,ordering_unit,is_broken_case,avg_case_weight,brand,level 1 Category,level2 category,level3 category,level4 category,product-category-style,manufacturer_name,distributor_name,supplier_name,country_of_origin,Group
* Cake Flour,"Brand: PURASNOW
CASE | 1 x 50 LB",,,668210,27a6363f-d6e5-47e8-b87f-6af482700081,EACH,,CASE,,1.00E+13,,,,"[""https://s3.amazonaws.com/media.usepepper.com/suppliers/cd7e83da-61a6-45c3-9a43-db0a83bd04fa/items/16dc8ca8-2397-5220-87ef-90b3c22bafc3.jpg""]",,,,,,,Canned & Dry,Baking Ingredients,Flour,,,,Ace Endico,,,Food
Caputo 00 Pizza Flour,"Brand: CAPUTO
CASE | 10 x 1 KG",,,668703,554b4032-1160-4f53-8d90-c0cacfeda22d,EACH,,CASE,,,,,,,,,,,,,Canned & Dry,Baking Ingredients,Flour,,,,Ace Endico,,,Food
Chefs Flour 00,"Brand: CAPUTO
EACH | 1 x 1 KL
CASE | 10 x 1 KL",,,668788,8dff6a23-26c3-4220-8c17-ea8c2de0dedd,EACH,,CASE,,,,,,"[""https://s3.amazonaws.com/media.usepepper.com/suppliers/cd7e83da-61a6-45c3-9a43-db0a83bd04fa/items/0d453506-9fe2-5435-b987-a1d9990f77e4.jpg""]",,,,,,,Canned & Dry,Baking Ingredients,Flour,,,,Ace Endico,,,Food
Chefs Flour 00,"Brand: CAPUTO
EACH | 1 x 1 KL
CASE | 10 x 1 KL",,,668788,30185c85-253f-4770-b27b-9a19e836e5be,,,EACH,,,,,,"[""https://s3.amazonaws.com/media.usepepper.com/suppliers/cd7e83da-61a6-45c3-9a43-db0a83bd04fa/items/0d453506-9fe2-5435-b987-a1d9990f77e4.jpg""]",,,,,,,Canned & Dry,Baking Ingredients,Flour,,,,Ace Endico,,,Food
Chickpea Flour,"Brand: ACE ENDICO
CASE | 1 x 5 LB",,,669035,7cf73370-528f-42db-8442-b0f256cd1eb4,EACH,,CASE,,1.08E+13,,,,"[""https://s3.amazonaws.com/media.usepepper.com/suppliers/cd7e83da-61a6-45c3-9a43-db0a83bd04fa/items/e3fa6bf1-176a-5ed6-9a1e-5c8fa24fe48a.jpg""]",,,,,,,Canned & Dry,Baking Ingredients,Flour,,,,Ace Endico,,,Food
Classico Neapolitan 00 Flour,"Brand: POLSELLI
CASE | 1 x 25 KG",,,668717,7097f089-55c3-4d31-b448-d73a3388b5ad,EACH,,CASE,,,,,,"[""https://s3.amazonaws.com/media.usepepper.com/suppliers/cd7e83da-61a6-45c3-9a43-db0a83bd04fa/items/b1a2c72b-f8bd-5642-85d3-39b4a869928a.jpg""]",,,,,,,Canned & Dry,Baking Ingredients,Flour,,,,Ace Endico,,,Food
Dark Rye Flour,"Brand: WILD HIVE FARM
CASE | 1 x 50 LB",,,669521,01f141dc-9ddd-41e3-a1bf-558e532207e1,EACH,,CASE,,,,,,"[""https://s3.amazonaws.com/media.usepepper.com/suppliers/cd7e83da-61a6-45c3-9a43-db0a83bd04fa/items/efa5ab29-a5c9-5633-b1a8-9787fd871cf0.jpg""]",,,,,,,Canned & Dry,Baking Ingredients,Flour,,,,Ace Endico,,,Food
Extra Fancy Durum Flour,"Brand: GENERAL MILLS
CASE | 1 x 50 LB",,,667670,48d31655-73b0-4edb-b6e9-0948e0e2b4ca,EACH,,CASE,,1.00E+13,,,,"[""https://s3.amazonaws.com/media.usepepper.com/suppliers/cd7e83da-61a6-45c3-9a43-db0a83bd04fa/items/c6538148-6714-5edf-8769-b36d37027d8e.jpg""]",,,,,,,Canned & Dry,Baking Ingredients,Flour,,,,Ace Endico,,,Food
Extra Fancy Durum Flour,"Brand: MOLINO GRASSI
CASE | 10 x 2.2 LB",,,669387,2d93b565-4958-431f-96be-1d2903a6a734,EACH,,CASE,,,,,,"[""https://s3.amazonaws.com/media.usepepper.com/suppliers/cd7e83da-61a6-45c3-9a43-db0a83bd04fa/items/5e0f64d2-a075-5c1a-93d8-c62dd4a7703e.jpg""]",,,,,,,Canned & Dry,Baking Ingredients,Flour,,,,Ace Endico,,,Food
Fine Semolina Flour,"Brand: CAPUTO
CASE | 1 x 5 KG",,,669022,8dd3cc14-1f94-4620-94c5-c16c45af2395,EACH,,CASE,,,,,,"[""https://s3.amazonaws.com/media.usepepper.com/suppliers/cd7e83da-61a6-45c3-9a43-db0a83bd04fa/items/de8d4ed8-dc09-521c-a9d9-826eea90486c.jpg""]",,,,,,,Canned & Dry,Baking Ingredients,Flour,,,,Ace Endico,,,Food
