"name","description","brand","category","sku","packSize","barcode","imageUrl","link"
"SUSHI TRAY KAMON YP-1.0 MH","","MING HONG","SUSHI TRAY","#53247","500 PC","N/A","https://ecatalog.wismettacusa.com/upload/img/m/1098980544667da37ad848f1.87375045.jpg","https://ecatalog.wismettacusa.com/product.php?id=90282&branch=LOS"
"SUSHI TRAY KAMON YP-1.5 MH","","MING HONG","SUSHI TRAY","#53248","500 PC","N/A","https://ecatalog.wismettacusa.com/upload/img/m/244352379667da35cc57c04.55753819.jpg","https://ecatalog.wismettacusa.com/product.php?id=90283&branch=LOS"
"S RECT. PL FUCHI ATSU BLU","","TENPOS","DISH","#53429","5/ 10/ 1 PC","N/A","https://ecatalog.wismettacusa.com/upload/img/m/11697821005d83b0194105c5.78264560.jpg","https://ecatalog.wismettacusa.com/product.php?id=82908&branch=LOS"
"L CIRCLE PL YUKI SHINO 7.0 WTE","","TENPOS","DISH","#53524","2/ 12/ 1 PC","N/A","https://ecatalog.wismettacusa.com/upload/img/m/9004042925efb7c4a51b111.96371877.jpg","https://ecatalog.wismettacusa.com/product.php?id=83361&branch=LOS"
"L RECT. PL TB NAMI WTE","","TENPOS","DISH","#53559","4/ 3/ 1 PC","N/A","https://ecatalog.wismettacusa.com/upload/img/m/13501716095efb7c5c21b829.32505586.jpg","https://ecatalog.wismettacusa.com/product.php?id=82875&branch=LOS"
"S CIRCLE SAUCE PL TENMOKU BLK","","TENPOS","DISH","#53769","10/ 20/ 1 PC","N/A","https://ecatalog.wismettacusa.com/upload/img/m/4047996455efb7a2371f306.31128382.jpg","https://ecatalog.wismettacusa.com/product.php?id=83453&branch=LOS"
"S BOWL UZU WTE","","TENPOS","DISH","#53786","10/ 15/ 1 PC","N/A","https://ecatalog.wismettacusa.com/upload/img/m/5400381365efb7cc1c6fd32.45668388.jpg","https://ecatalog.wismettacusa.com/product.php?id=82826&branch=LOS"
"S BOWL KOHIKI WTE","","TENPOS","DISH","#53794","10/ 10/ 1 PC","N/A","https://ecatalog.wismettacusa.com/upload/img/m/15215088425efb7b80df9f51.71152481.jpg","https://ecatalog.wismettacusa.com/product.php?id=83462&branch=LOS"
"S RECT. 2-SECTION BIZEN BLK","","TENPOS","DISH","#53796","5/ 10/ 1 PC","N/A","https://ecatalog.wismettacusa.com/upload/img/m/16312298175d83e5fed09d02.39620869.jpg","https://ecatalog.wismettacusa.com/product.php?id=83464&branch=LOS"
"S RECT. 2-SECTION YUTEKI GRY","","TENPOS","DISH","#53797","2/ 15/ 1 PC","N/A","https://ecatalog.wismettacusa.com/upload/img/m/15922040335efb779aaa3be4.74688304.jpg","https://ecatalog.wismettacusa.com/product.php?id=83465&branch=LOS"
"S RECT. 3-SECTION KURO BIZEN BLK","","TENPOS","DISH","#53904","5/ 10/ 1 PC","N/A","https://ecatalog.wismettacusa.com/upload/img/m/7474329885d83e69ecd0266.33529543.jpg","https://ecatalog.wismettacusa.com/product.php?id=83469&branch=LOS"
"RICE BOWL KURO BIZEN M BLK","","TENPOS","DISH","#53905","5/ 10/ 1 PC","N/A","https://ecatalog.wismettacusa.com/upload/img/m/16732496795d83e644f308e2.37415996.jpg","https://ecatalog.wismettacusa.com/product.php?id=83470&branch=LOS"
"SUSHI TRAY SPI-0.8 BODY & LID BLK 400SET","","SPI","SUSHI TRAY","#54135","8/ 50 PC","074410541354","https://ecatalog.wismettacusa.com/upload/img/m/11474245276139a145822101.14274318.jpg","https://ecatalog.wismettacusa.com/product.php?id=90621&branch=LOS"
"SUSHI TRAY 0.8 BODY & LID BLK 400SET BK","","N/A","SUSHI TRAY","#54135A","8/ 50 PC","N/A","https://ecatalog.wismettacusa.com/upload/img/m/2110154335663a53e5613b83.91529150.jpg","https://ecatalog.wismettacusa.com/product.php?id=118389&branch=LOS"
"SUSHI TRAY SPI-1.0 BODY & LID BLK 400SET","","SPI","SUSHI TRAY","#54136","8/ 50 PC","074410541361","https://ecatalog.wismettacusa.com/upload/img/m/110027517767169772f284e7.17550005.jpg","https://ecatalog.wismettacusa.com/product.php?id=90622&branch=LOS"
"SUSHI TRAY SPI-1.5 BODY & LID BLK 400SET","","SPI","SUSHI TRAY","#54137","8/ 50 PC","074410541378","https://ecatalog.wismettacusa.com/upload/img/m/183928976139a12b1abba6.97458580.jpg","https://ecatalog.wismettacusa.com/product.php?id=90623&branch=LOS"
"SUSHI TRAY 1.5 BODY & LID BLK 400SET BK","","N/A","SUSHI TRAY","#54137A","8/ 50 PC","N/A","https://ecatalog.wismettacusa.com/upload/img/m/15681072567169f2121d182.10515561.jpg","https://ecatalog.wismettacusa.com/product.php?id=118390&branch=LOS"
"SUSHI TRAY SPI-2.0 BODY & LID BLK 400SET","","SPI","SUSHI TRAY","#54138","8/ 50 PC","074410541385","https://ecatalog.wismettacusa.com/upload/img/m/2347824066716a036f23988.52473611.jpg","https://ecatalog.wismettacusa.com/product.php?id=90624&branch=LOS"
"BUCKET OPENER MILKY WHITE SK","","SK","KITCHEN ITEM OTHER ( PAPER, SKEWER )","#54168","40/ 0.11 LB","N/A","https://ecatalog.wismettacusa.com/upload/img/m/171157789267094dc1e83c62.04718102.jpg","https://ecatalog.wismettacusa.com/product.php?id=93977&branch=LOS"
"MAKI MAKER ASA190A AUTEC","","AUTEC","KITCHEN ITEM OTHER ( PAPER, SKEWER )","#54235","1 EA","N/A","https://ecatalog.wismettacusa.com/upload/img/m/8789415076139aad76d4a74.83082268.jpg","https://ecatalog.wismettacusa.com/product.php?id=93081&branch=LOS"
"NIGIRI MACHINE ASM410A AUTEC","","AUTEC","KITCHEN ITEM OTHER ( PAPER, SKEWER )","#54236","1 EA","N/A","https://ecatalog.wismettacusa.com/upload/img/m/6423372216139ac501c00b8.43183651.jpg","https://ecatalog.wismettacusa.com/product.php?id=93082&branch=LOS"
"ONIGIRI MACHINE ASM545A AUTEC","","AUTEC","KITCHEN ITEM OTHER ( PAPER, SKEWER )","#54237","1 EA","N/A","https://ecatalog.wismettacusa.com/upload/img/m/7965058976139ac69cee275.37796714.jpg","https://ecatalog.wismettacusa.com/product.php?id=93083&branch=LOS"
"SHARI MIXER ASM730A AUTEC","","AUTEC","KITCHEN ITEM OTHER ( PAPER, SKEWER )","#54238","1 EA","N/A","https://ecatalog.wismettacusa.com/upload/img/m/6926615316139ac84dd6711.21764591.jpg","https://ecatalog.wismettacusa.com/product.php?id=93084&branch=LOS"
"TOGO SET CHOPSTICK/RENGE/FORK/NAPKIN","","SK","KITCHEN ITEM OTHER ( PAPER, SKEWER )","#54271","20/ 50 SET","N/A","https://ecatalog.wismettacusa.com/upload/img/m/1949199716716c50a9aff96.27783981.jpg","https://ecatalog.wismettacusa.com/product.php?id=99506&branch=LOS"
"SUSHI WRAPPING MACHINE SGP-SNB","","SUZUMO MACHINERY","KITCHEN ITEM OTHER ( PAPER, SKEWER )","#54273","1 EA","N/A","https://ecatalog.wismettacusa.com/upload/img/m/1926167566619d730780b032.28722347.jpg","https://ecatalog.wismettacusa.com/product.php?id=93242&branch=LOS"
"CHOPSTICK TENSOGE TANKA CHARCOAL 9SUN","","SK","CHOPSTIC REGULAR","#54325","30/ 100 PR","N/A","https://ecatalog.wismettacusa.com/upload/img/m/7982242536704257f4294f4.13271538.jpg","https://ecatalog.wismettacusa.com/product.php?id=115724&branch=LOS"
"COMPRESSED TOWEL DISPOSABLE SK","","SK","KITCHEN ITEM OTHER ( PAPER, SKEWER )","#54358","30/ 200 PC","N/A","https://ecatalog.wismettacusa.com/upload/img/m/112983542966be48d31a2757.34140044.jpg","https://ecatalog.wismettacusa.com/product.php?id=126697&branch=LOS"
"TO GO BOX BS BENTO 84-5 KUROHONTAI BASE","","N/A","BENTO TRAY, DONBURI","#54505","8/ 50 PC","074410545055","https://ecatalog.wismettacusa.com/upload/img/m/1555865955fd3fff98eb4e0.68687323.jpg","https://ecatalog.wismettacusa.com/product.php?id=92409&branch=LOS"
"TO GO BOX BS BENTO 84 TOMEIBUTA LID CP","","N/A","BENTO TRAY, DONBURI","#54506","8/ 50 PC","074410545062","https://ecatalog.wismettacusa.com/upload/img/m/786149195fd400550ad1f4.17076377.jpg","https://ecatalog.wismettacusa.com/product.php?id=92410&branch=LOS"
"DONBURI DB312 AKANEGORO BODY HIRO","","HIRO","BENTO TRAY, DONBURI","#54879","18/ 50 PC","074410548797","https://ecatalog.wismettacusa.com/upload/img/m/19848706295b564b07e7ef79.83880979.jpg","https://ecatalog.wismettacusa.com/product.php?id=3917&branch=LOS"
"DONBURI DB312 LID(LOCKING TYPE) HIRO","","HIRO","BENTO TRAY, DONBURI","#54880","18/ 50 PC","074410548803","https://ecatalog.wismettacusa.com/upload/img/m/11778601425c252e8463f9c6.87981508.jpg","https://ecatalog.wismettacusa.com/product.php?id=3918&branch=LOS"
"DONBURI DB313 AKANEGORO BODY HIRO","","HIRO","BENTO TRAY, DONBURI","#54881","18/ 50 PC","074410548810","https://ecatalog.wismettacusa.com/upload/img/m/9800322155b52487d477542.13117878.jpg","https://ecatalog.wismettacusa.com/product.php?id=3921&branch=LOS"
"DONBURI DB313 LID(LOCKING TYPE) HIRO","","HIRO","BENTO TRAY, DONBURI","#54882","18/ 50 PC","074410548827","https://ecatalog.wismettacusa.com/upload/img/m/3588987325c252eb1a383a1.32627227.jpg","https://ecatalog.wismettacusa.com/product.php?id=3922&branch=LOS"
"DONBURI DB314 AKANEGORO BODY HIRO","","HIRO","BENTO TRAY, DONBURI","#54883","18/ 50 PC","074410548834","https://ecatalog.wismettacusa.com/upload/img/m/286749405b52752aba63d0.49787853.jpg","https://ecatalog.wismettacusa.com/product.php?id=3923&branch=LOS"
"DONBURI DB314 LID(LOCKING TYPE) HIRO","","HIRO","BENTO TRAY, DONBURI","#54884","18/ 50 PC","074410548841","https://ecatalog.wismettacusa.com/upload/img/m/17957674705c252edab5c6b6.97496428.jpg","https://ecatalog.wismettacusa.com/product.php?id=3924&branch=LOS"
"TO GO BOX H-1A CLEAR PLASTIC HIRO","","HIRO","TO GO BOX OTHER","#54898","20/ 100 PC","N/A","https://ecatalog.wismettacusa.com/upload/img/m/54898.JPG","https://ecatalog.wismettacusa.com/product.php?id=4009&branch=LOS"
"SUSHI TRAY ST8 BLACK BODY HIRO","","HIRO","SUSHI TRAY","#54993","12/ 50 PC","N/A","https://ecatalog.wismettacusa.com/upload/img/m/4023066925c0ee801621394.43712024.jpg","https://ecatalog.wismettacusa.com/product.php?id=3858&branch=LOS"
"SHOT GLASS 144P HWAYO","","HWAYO","KITCHEN ITEM OTHER ( PAPER, SKEWER )","#56087","144 PC","N/A","https://ecatalog.wismettacusa.com/upload/img/m/132853044366cf49ad5dec82.66340103.jpg","https://ecatalog.wismettacusa.com/product.php?id=127638&branch=LOS"
"ON THE ROCK GLASS 48P HWAYO","","HWAYO","KITCHEN ITEM OTHER ( PAPER, SKEWER )","#56088","48 PC","N/A","https://ecatalog.wismettacusa.com/upload/img/m/202904480566cf49d0c37927.78128686.jpg","https://ecatalog.wismettacusa.com/product.php?id=127639&branch=LOS"
"MAKI MACHINE ASM895A AUTEC","","AUTEC","KITCHEN ITEM OTHER ( PAPER, SKEWER )","#56092","1 EA","N/A","https://ecatalog.wismettacusa.com/upload/img/m/24383496667f3428c2ddf3.40508505.jpg","https://ecatalog.wismettacusa.com/product.php?id=124721&branch=LOS"
"DISPENSER ASAHI BEER DBF-G40SA PRM-221","","HOSHIZAKI","KITCHEN ITEM OTHER ( PAPER, SKEWER )","#57224","1 PC","N/A","https://ecatalog.wismettacusa.com/upload/img/m/37046432165e8fabbcdeb38.63829694.jpg","https://ecatalog.wismettacusa.com/product.php?id=80865&branch=LOS"
"S TONSUI BOWL TB SAZA SHIRANAMI WTE","","TENPOS","DISH","#57530","5/ 20/ 1 PC","N/A","https://ecatalog.wismettacusa.com/upload/img/m/6763219065d83e97435db34.62795723.jpg","https://ecatalog.wismettacusa.com/product.php?id=83559&branch=LOS"
"L OVAL PL ZEN 14.0 WTE","","TENPOS","DISH","#57548","4/ 4/ 1 PC","N/A","https://ecatalog.wismettacusa.com/upload/img/m/1764529765d83ea77553d15.80675340.jpg","https://ecatalog.wismettacusa.com/product.php?id=83561&branch=LOS"
"L SEMI-OVAL SECTION PL KURO SUISHO BLK","","TENPOS","DISH","#57963","2/ 20/ 1 PC","N/A","https://ecatalog.wismettacusa.com/upload/img/m/11180594935efb77c0bb7dc3.46592440.jpg","https://ecatalog.wismettacusa.com/product.php?id=81740&branch=LOS"
"L CIRCLE PL IBUSHI TENMOKU 8.0 BLK","","TENPOS","DISH","#57968","5/ 5/ 1 PC","N/A","https://ecatalog.wismettacusa.com/upload/img/m/16378248215efb7d2eb7ee30.94538229.jpg","https://ecatalog.wismettacusa.com/product.php?id=81776&branch=LOS"
"HOY HOY RAT TRAP EARTH CORP","","EARTH","KITCHEN ITEM OTHER ( PAPER, SKEWER )","#58795","60/ 1 PC","N/A","https://ecatalog.wismettacusa.com/upload/img/m/1206097457614b21e4467cf6.13728232.jpg","https://ecatalog.wismettacusa.com/product.php?id=96803&branch=LOS"
"TO GO BOX KP-150 W/LID","","FUKUSUKE","TO GO BOX OTHER","#59187","12/ 20 PC","N/A","https://ecatalog.wismettacusa.com/upload/img/m/18427031965c50d5d00f9cb4.33943348.jpg","https://ecatalog.wismettacusa.com/product.php?id=4012&branch=LOS"
"DONBURI BF363 KIN NEGORO BODY CP","","CP","BENTO TRAY, DONBURI","#59332","12/ 50 PC","N/A","https://ecatalog.wismettacusa.com/upload/img/m/9887174375c51e1104c8f94.88673440.jpg","https://ecatalog.wismettacusa.com/product.php?id=117271&branch=LOS"
"TOWEL KITCHEN 60PC","","SK","KITCHEN ITEM OTHER ( PAPER, SKEWER )","#59395","6/ 60 PC","074410593957","https://ecatalog.wismettacusa.com/upload/img/m/59395-1.jpg","https://ecatalog.wismettacusa.com/product.php?id=4235&branch=LOS"
"FRESH TOWEL WET OSHIBORI 100PC SK","","SK","KITCHEN ITEM OTHER ( PAPER, SKEWER )","#59396","20/ 100 PC","074410593964","https://ecatalog.wismettacusa.com/upload/img/m/59396-1.jpg","https://ecatalog.wismettacusa.com/product.php?id=4234&branch=LOS"
"SUSHI TRAY ST8 LID HIRO","","HIRO","SUSHI TRAY","#59589","12/ 50 PC","N/A","https://ecatalog.wismettacusa.com/upload/img/m/11884424225c0ee899bb91a5.95451152.jpg","https://ecatalog.wismettacusa.com/product.php?id=3870&branch=LOS"
"SUSHI TRAY 0.4B BLACK BODY SPI","","SPI","SUSHI TRAY","#59635","40/ 50 PC","N/A","https://ecatalog.wismettacusa.com/upload/img/m/7226923615c0ee8c97c3492.54134713.jpg","https://ecatalog.wismettacusa.com/product.php?id=3871&branch=LOS"
"SUSHI TRAY 0.4F LID SPI","","SPI","SUSHI TRAY","#59636","40/ 50 PC","N/A","https://ecatalog.wismettacusa.com/upload/img/m/18744662435c0ee8fbab6aa7.63903107.jpg","https://ecatalog.wismettacusa.com/product.php?id=3872&branch=LOS"
"SUSHI TRAY 0.8B BLACK BODY BK","","N/A","SUSHI TRAY","#59637A","24/ 50 PC","N/A","https://ecatalog.wismettacusa.com/upload/img/m/120169214663a531e1e0fc9.92941582.jpg","https://ecatalog.wismettacusa.com/product.php?id=118385&branch=LOS"
"SUSHI TRAY 0.8F LID SPI","","SPI","SUSHI TRAY","#59638","24/ 50 PC","074410596385","https://ecatalog.wismettacusa.com/upload/img/m/17883235755b524358da47d3.26232129.jpg","https://ecatalog.wismettacusa.com/product.php?id=3874&branch=LOS"
"SUSHI TRAY 0.8F LID BK","","N/A","SUSHI TRAY","#59638A","24/ 50 PC","N/A","https://ecatalog.wismettacusa.com/upload/img/m/76752629766e37983981fc8.61047310.jpg","https://ecatalog.wismettacusa.com/product.php?id=118386&branch=LOS"
"SUSHI TRAY 1.0B BLACK BODY SPI","","SPI","SUSHI TRAY","#59639","20/ 50 PC","074410596392","https://ecatalog.wismettacusa.com/upload/img/m/16694222395b522cf18a6519.72740275.jpg","https://ecatalog.wismettacusa.com/product.php?id=3875&branch=LOS"
"SUSHI TRAY 1.0F LID SPI","","SPI","SUSHI TRAY","#59640","20/ 50 PC","074410596408","https://ecatalog.wismettacusa.com/upload/img/m/2599848865b5228f8a5ee56.21666971.jpg","https://ecatalog.wismettacusa.com/product.php?id=3876&branch=LOS"
"SUSHI TRAY 1.5B BLACK BODY SPI","","SPI","SUSHI TRAY","#59641","16/ 50 PC","074410596415","https://ecatalog.wismettacusa.com/upload/img/m/8466740395c5b6456e04882.18471423.jpg","https://ecatalog.wismettacusa.com/product.php?id=3867&branch=LOS"
"SUSHI TRAY 1.5B BLACK BODY BK","","N/A","SUSHI TRAY","#59641A","16/ 50 PC","N/A","https://ecatalog.wismettacusa.com/upload/img/m/120601055666db852134dd35.47904129.jpg","https://ecatalog.wismettacusa.com/product.php?id=118387&branch=LOS"
"SUSHI TRAY 1.5F LID SPI","","SPI","SUSHI TRAY","#59642","16/ 50 PC","074410596422","https://ecatalog.wismettacusa.com/upload/img/m/18693114715c5b63f888b8a1.18142396.jpg","https://ecatalog.wismettacusa.com/product.php?id=3868&branch=LOS"
"SUSHI TRAY 1.5F LID BK","","N/A","SUSHI TRAY","#59642A","16/ 50 PC","N/A","https://ecatalog.wismettacusa.com/upload/img/m/4925799566e3794abeea26.98832869.jpg","https://ecatalog.wismettacusa.com/product.php?id=118388&branch=LOS"
"SUSHI TRAY 2.0B BLACK BODY SPI","","SPI","SUSHI TRAY","#59676","12/ 50 PC","074410596767","https://ecatalog.wismettacusa.com/upload/img/m/18107215445b564dbc6790d4.73092791.jpg","https://ecatalog.wismettacusa.com/product.php?id=3877&branch=LOS"
"SUSHI TRAY 2.0F LID SPI","","SPI","SUSHI TRAY","#59677","12/ 50 PC","074410596774","https://ecatalog.wismettacusa.com/upload/img/m/5339909655c252fb5bcaf51.92914622.jpg","https://ecatalog.wismettacusa.com/product.php?id=3878&branch=LOS"
"SUSHI TRAY 1.0B KAMON BODY SPI","","SPI","SUSHI TRAY","#59693","20/ 50 PC","N/A","https://ecatalog.wismettacusa.com/upload/img/m/5484370885c5b6cf413d885.84258935.jpg","https://ecatalog.wismettacusa.com/product.php?id=121627&branch=LOS"
"SUSHI OKE OK25 LID (LOCKING TYPE) SQUARE","","HIRO","SUSHI TRAY","#59783","10/ 10 PC","N/A","https://ecatalog.wismettacusa.com/upload/img/m/18279884065cd1aaa29f69e7.74716802.jpg","https://ecatalog.wismettacusa.com/product.php?id=107500&branch=LOS"
"KITCHEN PAPER NEW SOFT GOGON","","SANWA SIKO","KITCHEN ITEM OTHER ( PAPER, SKEWER )","#59876","10/ 1 RL","N/A","https://ecatalog.wismettacusa.com/upload/img/m/4120285845b75d946260d22.95497546.jpg","https://ecatalog.wismettacusa.com/product.php?id=4220&branch=LOS"
"TO GO BOX KS-84 BLACK W/LID KITAHARA","","KITAHARA","BENTO TRAY, DONBURI","#59919","8/ 50 SET","N/A","https://ecatalog.wismettacusa.com/upload/img/m/15073984465c0ee92f19dba6.34900364.jpg","https://ecatalog.wismettacusa.com/product.php?id=3925&branch=LOS"
"HOY HOY TRAP-A-ROACH NB HIN 1P EARTH","","EARTH","DRUG & COSMETIC OTHER","#60399","20/ 5 SET","074410814465","https://ecatalog.wismettacusa.com/upload/img/m/16395107035fa1fec57130e9.60296519.jpg","https://ecatalog.wismettacusa.com/product.php?id=88540&branch=LOS"
"BEER GLASS 500ML COEDO","","N/A","KITCHEN ITEM OTHER ( PAPER, SKEWER )","#78942","6 PC","N/A","https://ecatalog.wismettacusa.com/upload/img/m/41951180265d671fdecda66.26213215.jpg","https://ecatalog.wismettacusa.com/product.php?id=118243&branch=LOS"
"BEER GLASS 300ML COEDO","","N/A","KITCHEN ITEM OTHER ( PAPER, SKEWER )","#78943","6 PC","N/A","https://ecatalog.wismettacusa.com/upload/img/m/173860449065d6741265d144.43188159.jpg","https://ecatalog.wismettacusa.com/product.php?id=118244&branch=LOS"
"BEER GLASS 200ML COEDO","","N/A","KITCHEN ITEM OTHER ( PAPER, SKEWER )","#78944","6 PC","N/A","https://ecatalog.wismettacusa.com/upload/img/m/21355559665d677339c3568.40298633.jpg","https://ecatalog.wismettacusa.com/product.php?id=118245&branch=LOS"
"MAKI CUTTER ASM260A/8 AUTEC","","AUTEC","KITCHEN ITEM OTHER ( PAPER, SKEWER )","#80038","1 EA","N/A","https://ecatalog.wismettacusa.com/upload/img/m/830277784640fbb43d65c92.31057802.jpg","https://ecatalog.wismettacusa.com/product.php?id=115523&branch=LOS"
"WOOD BOARD FOR STONE BOWL","","SK","KITCHEN ITEM OTHER ( PAPER, SKEWER )","#80039","80/ 4.59 OZ","N/A","https://ecatalog.wismettacusa.com/upload/img/m/80216628767046b32525844.39286406.jpg","https://ecatalog.wismettacusa.com/product.php?id=109626&branch=LOS"
"ASAHI TANKARD 14OZ PRM426-14","","ASAHI","KITCHEN ITEM OTHER ( PAPER, SKEWER )","#80219","6 PC","N/A","https://ecatalog.wismettacusa.com/upload/img/m/11387815346411053879be80.74842203.jpg","https://ecatalog.wismettacusa.com/product.php?id=106872&branch=LOS"
"ASAHI TANKARD 16OZ PRM426-16","","ASAHI","KITCHEN ITEM OTHER ( PAPER, SKEWER )","#80220","6 PC","N/A","https://ecatalog.wismettacusa.com/upload/img/m/122930807364110553c43425.26460930.jpg","https://ecatalog.wismettacusa.com/product.php?id=106873&branch=LOS"
"ASAHI TUMBLER 10OZ PRM427-10","","ASAHI","KITCHEN ITEM OTHER ( PAPER, SKEWER )","#80221","6 PC","N/A","https://ecatalog.wismettacusa.com/upload/img/m/7230296186411056a979d34.97275586.jpg","https://ecatalog.wismettacusa.com/product.php?id=106874&branch=LOS"
"ASAHI TUMBLER 16OZ PRM427-16","","ASAHI","KITCHEN ITEM OTHER ( PAPER, SKEWER )","#80222","6 PC","N/A","https://ecatalog.wismettacusa.com/upload/img/m/203616124064110579cd6a33.36175581.jpg","https://ecatalog.wismettacusa.com/product.php?id=106875&branch=LOS"
"FOOD JAR NON ELEC RDS-400 ZOJIRUSHI","","ZOJIRUSHI","KITCHEN ITEM OTHER ( PAPER, SKEWER )","#80223","2/ 1 PC","400014379589","https://ecatalog.wismettacusa.com/upload/img/m/11918037736487b0583f0733.15420180.jpg","https://ecatalog.wismettacusa.com/product.php?id=106679&branch=LOS"
"GLOVE EMBOSSED KANNI 50 S TOKYO PACK","","MODELLINO","GLOVE","#80419","60/ 50 PC","N/A","https://ecatalog.wismettacusa.com/upload/img/m/159888384166846f00ea96d3.36933626.jpg","https://ecatalog.wismettacusa.com/product.php?id=114191&branch=LOS"
"GLOVE EMBOSSED KANNI 50 M TOKYO PACK","","MODELLINO","GLOVE","#80420","60/ 50 PC","N/A","https://ecatalog.wismettacusa.com/upload/img/m/394563375669edb0dde6038.07402385.jpg","https://ecatalog.wismettacusa.com/product.php?id=114192&branch=LOS"
"GLOVE EMBOSSED KANNI 50 L TOKYO PACK","","MODELLINO","GLOVE","#80421","60/ 50 PC","N/A","https://ecatalog.wismettacusa.com/upload/img/m/50626174666846ec498b720.48537787.jpg","https://ecatalog.wismettacusa.com/product.php?id=114193&branch=LOS"
"ASAHI SUPER DRY GLASS 16OZ PRM-286","","ASAHI","KITCHEN ITEM OTHER ( PAPER, SKEWER )","#81064","12 PC","N/A","https://ecatalog.wismettacusa.com/upload/img/m/1607845921611eddc2d5ce87.53037142.jpg","https://ecatalog.wismettacusa.com/product.php?id=87417&branch=LOS"
"TABLE TOP RICE MIXER MCR-SSC","","SUZUMO MACHINERY","KITCHEN ITEM OTHER ( PAPER, SKEWER )","#81341","1 EA","N/A","https://ecatalog.wismettacusa.com/upload/img/m/443684414619d7317e1f803.43161259.jpg","https://ecatalog.wismettacusa.com/product.php?id=89950&branch=LOS"
"CHEST TYPE SUSHI MACHINE SSG-SCS","","SUZUMO MACHINERY","KITCHEN ITEM OTHER ( PAPER, SKEWER )","#81350","1 EA","N/A","https://ecatalog.wismettacusa.com/upload/img/m/59242447261b90f5106f359.63559652.jpg","https://ecatalog.wismettacusa.com/product.php?id=89951&branch=LOS"
"NIGIRI MAKING MACHINE SSN-JLX-EH","","SUZUMO MACHINERY","KITCHEN ITEM OTHER ( PAPER, SKEWER )","#81351","1 EA","N/A","https://ecatalog.wismettacusa.com/upload/img/m/1205267924619d73390cc265.96723224.jpg","https://ecatalog.wismettacusa.com/product.php?id=89952&branch=LOS"
