"name","sku","gtin","image","pack","size","retail_price","ordering_unit","is_catch_weight","average_case_weight","brand","taxonomy","level 1","level 2","level 3","manufacturer_name","distributor_name","content_url","description","unit_price","extra_data"
"Thai Peanut Chicken Skewer Appetizer","VANL202005",,"https://www.artisanspecialty.com/wp-content/uploads/VANL202005-3.jpg",,"1 oz",,,,,,,,,,," Artisan Specialty Foods","https://www.artisanspecialty.com/product/thai-peanut-chicken-skewer-appetizer/","Seasoned chicken tenders are coated in a delicious Thai Peanut sauce, served on a traditional 6″ bamboo skewer.",,"{""case count"":""200 Per Case"",""shelfStable"":""Store in a freezer""}"
"Sesame Chicken Tender Appetizer","VANL372020",,"https://www.artisanspecialty.com/wp-content/uploads/VANL372020-4.jpg",,"1 oz",,,,,,,,,,," Artisan Specialty Foods","https://www.artisanspecialty.com/product/sesame-chicken-tender-appetizer/","Seasoned chicken tender, lightly battered and rolled in sesame seeds and crunchy bread crumbs. A sophisticated twist to a classic appetizer.",,"{""case count"":""200 Per Case"",""shelfStable"":""Store in a freezer""}"
"Nashville Hot Chicken","VANL492001",,"https://www.artisanspecialty.com/wp-content/uploads/VANL492001-1.jpg",,"1 oz.",,,,,,,,,,," Artisan Specialty Foods","https://www.artisanspecialty.com/product/nashville-hot-chicken/","Buttermilk fried chicken glazed with spicy cayenne chili oil paired with a cool dill pickle crema.",,"{""case count"":""200 Per Case"",""shelfStable"":""Store in a freezer""}"
"Chicken Quesadilla Cone Appetizer","VANL302010",,"https://www.artisanspecialty.com/wp-content/uploads/VANL302010-3.jpg",,"1 oz",,,,,,,,,,," Artisan Specialty Foods","https://www.artisanspecialty.com/product/chicken-quesadilla-cone-appetizer/","Tender pieces of chicken and vegetables are mixed in perfect proportion with cheeses and beans, presented in an easy-to-handle cone shape.",,"{""case count"":""200 Per Case"",""shelfStable"":""Store in a freezer""}"
"Chicken Pot sticker, Dim Sum Appetizer","VANL442000",,"https://www.artisanspecialty.com/wp-content/uploads/VANL442000-3.jpg",,"1 oz",,,,,,,,,,," Artisan Specialty Foods","https://www.artisanspecialty.com/product/chicken-pot-sticker-dim-sum-appetizer/","Chopped dark chicken thigh meat, carrot and water chestnut, seasoned with ginger, pepper, soy sauce and sesame oil makes for a great traditional steamed crescent dumpling.",,"{""case count"":""200 Per Case"",""shelfStable"":""Store in a freezer""}"
"Chicken Pot sticker Appetizer","VANL122000",,"https://www.artisanspecialty.com/wp-content/uploads/VANL122000-3.jpg",,"1 oz",,,,,,,,,,," Artisan Specialty Foods","https://www.artisanspecialty.com/product/chicken-pot-sticker-appetizer/","Delicious flavorful chicken wrapped into a dumpling. Providing a healthy alternative to the traditional potsticker.",,"{""case count"":""200 Per Case"",""shelfStable"":""Store in a freezer""}"
"Chicken Empanada","VANL312000",,"https://www.artisanspecialty.com/wp-content/uploads/VANL312000-3.jpg",,"1 oz.",,,,,,,,,,," Artisan Specialty Foods","https://www.artisanspecialty.com/product/chicken-empanada/","Succulent pieces of chicken are tucked inside Van Lang’s flaky triangles along with the classic empañada ingredients. A crowd pleaser!",,"{""case count"":""200 Per Case"",""shelfStable"":""Store in a freezer""}"
