name,description,material,product_variants,sku,product_id,pack,size,gtin,retail_price,is_catch_weight,average_case_weight,image_url,manufacturer_sku,content_url,ordering_unit,is_broken_case,avg_case_weight,brand,1 category,2 category,3 category,4 category,product-category-style,manufacturer_name,distributor_name,supplier_name,country_of_origin,Group,Level 1 Category,Level 2 Category,Level 3 Category
"PLATE DINNER 10-1/4"" OPAL INTENSITY WHT","Dinner Plate. Opal® fully tempered bright white body. Resists chipping, scratching, impact, and thermal shock. 0% porosity body which does not absorb bacteria and reduces the risk of cross contamination. Additional items can be found at DON.com.",Glass,,1224715,c2a6e486-e7e8-4492-b2c9-8f7e6509d635,,,,,,,https://www.don.com/UserFiles/Images/Products/Individuals/1224715.JPG,,www.don.com/product/1224715,,,,Cardinal International,Dinnerware,Glass Dinnerware,Cardinal,Other Cardinal,,,Edward don,,,Non-Food,Supplies & Equipment,Kitchen & Cutlery,Cutlery
"PLATTER 13-3/4X9-1/4"" EVOLUTIONS WHT",Platter.,Glass,,1224716,6d69e5b0-14e6-4f1b-8fff-09e0ac2aad92,,,,,,,https://www.don.com/UserFiles/Images/Products/Individuals/1224716.JPG,,www.don.com/product/1224716,,,,Cardinal International,Dinnerware,Glass Dinnerware,Cardinal,Other Cardinal,,,Edward don,,,Non-Food,Supplies & Equipment,Kitchen & Cutlery,Cutlery
PLATE BENTO 18-3/5OZ MY GLASS STUDIO BLU,Bento Box.,Glass,,1225748,9865d3f1-460f-48fd-820b-0df116cb5127,,,,,,,https://www.don.com/UserFiles/Images/Products/Individuals/1225748.JPG,,www.don.com/product/1225748,,,,Bauscherhepp,Dinnerware,Glass Dinnerware,Miscellaneous Dinnerware,Glass Dinnerware,,,Edward don,,,Non-Food,Supplies & Equipment,Kitchen & Cutlery,Cutlery
BOWL 8 OZ ELYSIA GLASS,"Bowl. Vertical cuts and details which evoke brilliant cut diamonds. Classic, versatile style.",Glass,,1227916,d1b4da1d-2d63-40c8-a034-d409c11578b9,,,,,,,https://www.don.com/UserFiles/Images/Products/Individuals/1227916.JPG,,www.don.com/product/1227916,,,,Steelite International,Dinnerware,Glass Dinnerware,Steelite,Other Steelite,,,Edward don,,,Non-Food,Supplies & Equipment,Kitchen & Cutlery,Cutlery
BOWL 7-3/4 OZ TIMELESS VINTAGE GLASS,"Bowl. Experience the perfect blend of fashion and sophistication with Pasabahce’s Timeless Vintage Collection. Embracing the traditional look of cut crystal while offering the convenience of machine made glass, this versatile range ensures timeless style that never fades.",Glass,,1227917,69925be2-b937-4df9-a008-090b520f5252,,,,,,,https://www.don.com/UserFiles/Images/Products/Individuals/1227917.JPG,,www.don.com/product/1227917,,,,Steelite International,Dinnerware,Glass Dinnerware,Steelite,Other Steelite,,,Edward don,,,Non-Food,Supplies & Equipment,Kitchen & Cutlery,Cutlery
"BOWL  COUPE 8-3/5""  LOS CABOS CLR",Bowl.,Glass,,1227921,f799c491-31b0-4835-aa5d-5d1177058b05,,,,,,,https://www.don.com/UserFiles/Images/Products/Individuals/1227921.JPG,,www.don.com/product/1227921,,,,Fortessa Tableware Solutions,Dinnerware,Glass Dinnerware,Miscellaneous Dinnerware,Glass Dinnerware,,,Edward don,,,Non-Food,Supplies & Equipment,Kitchen & Cutlery,Cutlery
"DISH DESSERT DW 3-1/2X4"" GLASS",Dish.,Glass,,1230602,b559eab3-63e9-425f-a743-f09325e68f62,,,,,,,https://www.don.com/UserFiles/Images/Products/Individuals/1230602.JPG,,www.don.com/product/1230602,,,,Steelite International,Dinnerware,Glass Dinnerware,Steelite,Other Steelite,,,Edward don,,,Non-Food,Supplies & Equipment,Kitchen & Cutlery,Cutlery
"DISH DESSERT DW 3-1/4X3-1/2"" GLASS",Dish.,Glass,,1230603,87a208b8-ef19-4561-8549-67da4a913640,,,,,,,https://www.don.com/UserFiles/Images/Products/Individuals/1230603.JPG,,www.don.com/product/1230603,,,,Steelite International,Dinnerware,Glass Dinnerware,Steelite,Other Steelite,,,Edward don,,,Non-Food,Supplies & Equipment,Kitchen & Cutlery,Cutlery
"DISH DESSERT DW 4-3/4X2-1/2"" GLASS",Dish.,Glass,,1230604,15864379-83d3-4059-a715-4bcaae95355f,,,,,,,https://www.don.com/UserFiles/Images/Products/Individuals/1230604.JPG,,www.don.com/product/1230604,,,,Steelite International,Dinnerware,Glass Dinnerware,Steelite,Other Steelite,,,Edward don,,,Non-Food,Supplies & Equipment,Kitchen & Cutlery,Cutlery
"DISH MINI DIP DW 2-3/4X1-3/4"" GLASS",Dish.,Glass,,1230605,a3cd3c5a-50e9-475d-ae20-c23fe3efc03a,,,,,,,https://www.don.com/UserFiles/Images/Products/Individuals/1230605.JPG,,www.don.com/product/1230605,,,,Steelite International,Dinnerware,Glass Dinnerware,Steelite,Other Steelite,,,Edward don,,,Non-Food,Supplies & Equipment,Kitchen & Cutlery,Cutlery
