"name","description","product_variants","sku","pack","size","gtin","retail_price","is_catch_weight","average_case_weight","image_url","manufacturer_sku","content_url","ordering_unit","is_broken_case","avg_case_weight","brand","category","manufacturer_name","distributor_name","supplier_name","country_of_origin"
"Inferno Small Batch Red Blend Limited Release California","","","1310974",12,750,"","","","","https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/2263006/7c27d56ccbf2bbc3be841.png?1650893121","","","","","","Apothic","Wine","","johnsonbrothers","Gallo","United States"
"Merlot Untamed & Unbound California","","","1268395",12,750,"","","","","https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/2263081/f31a6945ab57f68a427c4.png?1650894317","","","","","","Apothic","Wine","","johnsonbrothers","Gallo","United States"
"Pinot Noir California","","","1833273",12,750,"","","","","https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/1730989/d790b4de91b96ff9eae52.png?1616734560","","","","","","Apothic","Wine","","johnsonbrothers","Gallo","United States"
"Red Winemaker's Blend California","","","1161371",12,750,"","","","","https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/2262969/4b8499be01d1591fea56b.png?1650893066","","","","","","Apothic","Wine","","johnsonbrothers","Gallo","United States"
"Red Winemaker's Blend California","","","1269078",24,250,"","","","","https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/2262969/4b8499be01d1591fea56b.png?1650893066","","","","","","Apothic","Wine","","johnsonbrothers","Gallo","United States"
"Rosé California","","","1452009",12,750,"","","","","https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/2262941/3cc16c5ffc99265b4fd2f.png?1650893028","","","","","","Apothic","Wine","","johnsonbrothers","Gallo","United States"
"White Winemaker's Blend California","","","1428150",12,750,"","","","","https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/2262929/a2c257ba70a80dc7be7ce.png?1650893012","","","","","","Apothic","Wine","","johnsonbrothers","Gallo","United States"
"Brunello Di Montalcino","","","1396956",6,750,"","","","","https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/2264437/74ad07f39e6f2b9a1a5a0.png?1650985584","","","","","","Argiano","Wine","","johnsonbrothers","E & J Gallo Winery","Italy"
"Toscana Non Confunditur","","","1992552",12,750,"","","","","https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/3235823/d36d8d014c20b35f269c4.png?1722246098","","","","","","Argiano","Wine","","johnsonbrothers","E & J Gallo Winery","Italy"
"Chianti Riserva","","","1355377",12,750,"","","","","https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/2837680/5a54fef298ea1a0230ec5.png?1699680157","","","","","","Armasto","Wine","","johnsonbrothers","Dozortsev & Sons","Italy"
"Toscana Super Tuscan","","","1457772",12,750,"","","","","https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/2837672/1110a5fcb814de9648db0.png?1699680013","","","","","","Armasto","Wine","","johnsonbrothers","Dozortsev & Sons","Italy"
"Rosé","","","1169803",12,750,"","","","","https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/1990844/d618cbd5f5f0d620437b0.png?1626335251","","","","","","Artie","Wine","","johnsonbrothers","USA Wine West","Chile"
"Pinot Noir Busy Signal Sta. Rita Hills","","","1139647",12,750,"","","","","https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/2588628/abf6078f71d7b8acd4196.png?1680672251","","","","","","Babs","Wine","","johnsonbrothers","Vintage Vines & Wines","United States"
"Pinot Noir Dial Tone Santa Barbara County","","","1519087",12,750,"","","","","https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/2588627/864c6d3be22869b6bea5b.png?1680672230","","","","","","Babs","Wine","","johnsonbrothers","Vintage Vines & Wines","United States"
"Mojito Classic Cocktail","","","1005665",24,12,"","","","","https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/2379653/aa141097163e11506f8f2.png?1657513573","","","","","","Bacardí","Spirit","","johnsonbrothers","Bacardi Imports Inc","Puerto Rico"
"Rum Punch","","","1089071",24,12,"","","","","https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/2527090/1ba8ce503359e1c8d3a30.png?1673613876","","","","","","Bacardí","Spirit","","johnsonbrothers","Bacardi Imports Inc","Puerto Rico"
"Chianti Classico Riserva","","","1173731",6,750,"","","","","https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/2450099/056b1c42a3af26faef09d.png?1663937682","","","","","","Badia a Passignano","Wine","","johnsonbrothers","Chateau Ste Michelle","Italy"
"Gran Spumante","","","1060707",12,750,"","","","","https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/239788/326564d13742da3ad229b.png?1616722085","","","","","","Ballatore","Wine","","johnsonbrothers","Gallo","United States"
"Crisp White Spritzer","","","1006788",24,250,"","","","","https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/2645222/cebd3ba77434bba38d4a0.png?1686016164","","","","","","Barefoot Spritzer","Wine","","johnsonbrothers","Gallo","United States"
"Moscato Spritzer","","","1483039",24,250,"","","","","https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/2715926/78d77b1a1ec6c2f6dcd2b.png?1691056843","","","","","","Barefoot Spritzer","Wine","","johnsonbrothers","Gallo","United States"
"Pink Moscato Spritzer","","","1880224",24,250,"","","","","https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/2715925/2e512acab02e3219efd86.png?1691056837","","","","","","Barefoot Spritzer","Wine","","johnsonbrothers","Gallo","United States"
"Summer Red","","","1091249",24,250,"","","","","https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/3186265/5c998e1e0a284541fc06e.png?1718970624","","","","","","Barefoot Spritzer","Wine","","johnsonbrothers","Gallo","United States"
"Apple Fruit-Scato","","","1375572",6,1.5,"","","","","https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/2636911/8182fa6bb47c465cac600.png?1685023880","","","","","","Barefoot Wine","Wine","","johnsonbrothers","E & J Gallo Winery","United States"
"Apple Fruit-Scato","","","1022934",12,750,"","","","","https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/2636911/8182fa6bb47c465cac600.png?1685023880","","","","","","Barefoot Wine","Wine","","johnsonbrothers","E & J Gallo Winery","United States"
"Blueberry Fruitscato","","","1126612",6,1.5,"","","","","https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/1643585/7cc883ec1594871259ec7.png?1616733879","","","","","","Barefoot Wine","Wine","","johnsonbrothers","E & J Gallo Winery","United States"
