"description","name","sku","pack","size","gtin","retail_price","is_catch_weight","average_case_weight","image","manufacturer_sku","ordering_unit","is_broken_case","content_url","brand","taxonomy","level 1","level 2","level 3","manufacturer_name","distributor_name","unit_price","extra_data"
,"BARS SEVEN LAYER 144/2 OZ","842415","1 CASE","2 OZ","",,"","","","","","","https://www.badgermurphy.com/product/bars-seven-layer-144-2-oz/","ATHENAS SILVERLAND","","","","","","Badger Murphy","",""
,"BASE BEEF (095) 12/1 LB *","1528A","1 CASE *","1 LB.","",,"","","","","","","https://www.badgermurphy.com/product/base-beef-095-12-1-lb/","LEGOUT","","","","","","Badger Murphy","",""
,"BASE BEEF MEAT 20 LB *","651181","1 CASE *","20 LB","",,"","","","","","","https://www.badgermurphy.com/product/base-beef-meat-20-lb/","CUSTOM CULINARY","","","","","","Badger Murphy","",""
,"BASE BEEF NO MSG 25 LB +","1523","1 PAIL +","25 LB.","",,"","","","","","","https://www.badgermurphy.com/product/base-beef-no-msg-25-lb/","MAGGI","","","","","","Badger Murphy","",""
,"BASE BEEF PASTE NO MSG 6/1 LB","1542","1 CASE","1 LB.","",,"","","","","","","https://www.badgermurphy.com/product/base-beef-paste-no-msg-6-1-lb/","MINORS","","","","","","Badger Murphy","",""
,"BASE BEEF POWDER 30 LB","9108","1 PAIL","30 LB.","",,"","","","","","","https://www.badgermurphy.com/product/base-beef-powder-30-lb/","VARIETY","","","","","","Badger Murphy","",""
,"BASE BREAD 50 LB EASY VIENNA","5356","50 LB.","N/A","",,"","","","","","","https://www.badgermurphy.com/product/base-bread-50-lb-easy-vienna/","PURATOS","","","","","","Badger Murphy","",""
,"BASE CAKE CHOCOLATE CREME 50 LB","5271","1 BAG","N/A","",,"","","","","","","https://www.badgermurphy.com/product/base-cake-chocolate-creme-50-lb/","PILLSBURY","","","","","","Badger Murphy","",""
,"BASE CAKE CREME 50 LB","5273","1 BAG","N/A","",,"","","","","","","https://www.badgermurphy.com/product/base-cake-creme-50-lb/","PILLSBURY","","","","","","Badger Murphy","",""
,"BASE CHICKEN (095) 12/1 LB +","1528","1 CASE +","1 LB.","",,"","","","","","","https://www.badgermurphy.com/product/base-chicken-095-12-1-lb/","KNORR","","","","","","Badger Murphy","",""
,"BASE CHICKEN GOLD 6/1 LB *","651163","1 CASE *","1 LB","",,"","","","","","","https://www.badgermurphy.com/product/base-chicken-gold-6-1-lb/","CUSTOM CULINARY","","","","","","Badger Murphy","",""
,"BASE CHICKEN MEAT 12/1 LB *","651178","1 CASE *","1 LB","",,"","","","","","","https://www.badgermurphy.com/product/base-chicken-meat-12-1-lb/","CUSTOM CULINARY","","","","","","Badger Murphy","",""
,"BASE CHICKEN MEAT 20 LB *","651180","1 CASE *","20 LB","",,"","","","","","","https://www.badgermurphy.com/product/base-chicken-meat-20-lb/","CUSTOM CULINARY","","","","","","Badger Murphy","",""
,"BASE CHICKEN NO MSG 25 LB +","1522","1 PAIL +","N/A","",,"","","","","","","https://www.badgermurphy.com/product/base-chicken-no-msg-25-lb/","MAGGI","","","","","","Badger Murphy","",""
,"BASE CHICKEN PASTE NO MSG 12/1 LB","1536","1 CASE","1 LB.","",,"","","","","","","https://www.badgermurphy.com/product/base-chicken-paste-no-msg-12-1-lb/","MINORS","","","","","","Badger Murphy","",""
,"BASE CHICKEN POWDER 30 LB","9107","1 PAIL","30 LB.","",,"","","","","","","https://www.badgermurphy.com/product/base-chicken-powder-30-lb/","VARIETY","","","","","","Badger Murphy","",""
,"BASE CHICKEN ROAST GOLD PASTE 20 LB *","651100","1 CASE *","20 LB","",,"","","","","","","https://www.badgermurphy.com/product/base-chicken-roast-gold-paste-20-lb/","CUSTOM CULINARY","","","","","","Badger Murphy","",""
,"BASE CLAM PASTE 12/1 LB *","1539","1 CASE *","1 LB.","",,"","","","","","","https://www.badgermurphy.com/product/base-clam-paste-12-1-lb/","MINORS","","","","","","Badger Murphy","",""
,"BASE GARLIC ROASTED GOLD 6/1 LB","651151","1 CASE","1 LB","",,"","","","","","","https://www.badgermurphy.com/product/base-garlic-roasted-gold-6-1-lb/","CUSTOM CULINARY","","","","","","Badger Murphy","",""
,"BASE LOBSTER NO MSG 6/1 LB *","1543","1 CASE *","1 POUND","",,"","","","","","","https://www.badgermurphy.com/product/base-lobster-no-msg-6-1-lb/","MINORS","","","","","","Badger Murphy","",""
,"BASE MUSHROOM NO MSG 6/1 LB","1541","1 CASE","1 LB.","",,"","","","","","","https://www.badgermurphy.com/product/base-mushroom-no-msg-6-1-lb/","MINORS","","","","","","Badger Murphy","",""
,"BASE PORK PASTE 6/1 LB *","1538","1 CASE *","1 LB.","",,"","","","","","","https://www.badgermurphy.com/product/base-pork-paste-6-1-lb/","MINORS","","","","","","Badger Murphy","",""
,"BASE POTATO ROLL EASY SOFTENER *","5353","50 LB. *","N/A","",,"","","","","","","https://www.badgermurphy.com/product/base-potato-roll-easy-softener/","PURATOS","","","","","","Badger Murphy","",""
,"BASE SEAFOOD NO MSG 6/1 LB *","1545","1 CASE *","1 LB.","",,"","","","","","","https://www.badgermurphy.com/product/base-seafood-no-msg-6-1-lb/","MINORS","","","","","","Badger Murphy","",""
,"BASE SHRIMP 6/1 LB +","1533","1 CASE +","6 POUND","",,"","","","","","","https://www.badgermurphy.com/product/base-shrimp-6-1-lb/","MINORS","","","","","","Badger Murphy","",""
,"BASE VEGETABLE GOLD 20 LB *","651158","1 CASE *","20 LB","",,"","","","","","","https://www.badgermurphy.com/product/base-vegetable-gold-20-lb/","CUSTOM CULINARY","","","","","","Badger Murphy","",""
,"BASE VEGETABLE GOLD 6/1 LB +","651157","1 CASE +","1 LB","",,"","","","","","","https://www.badgermurphy.com/product/base-vegetable-gold-6-1-lb/","CUSTOM CULINARY","","","","","","Badger Murphy","",""
,"BASE VEGETABLE GOLD LOW SODIUM 20 LB *","651154","1 CASE *","1 LB","",,"","","","","","","https://www.badgermurphy.com/product/base-vegetable-gold-low-sodium-20-lb/","CUSTOM CULINARY","","","","","","Badger Murphy","",""
,"BASE VEGETABLE NO MSG 6/1 LB +","1526","1 CASE +","1 LB.","",,"","","","","","","https://www.badgermurphy.com/product/base-vegetable-no-msg-6-1-lb/","MINORS","","","","","","Badger Murphy","",""
,"BASIL LEAVES 2 LB","4342","1 JAR","2 LB.","",,"","","","","","","https://www.badgermurphy.com/product/basil-leaves-2-lb/","DWS","","","","","","Badger Murphy","",""
,"BASIL PREMIUM FRESH 1 LB","4523D","1 BAG","CASE","",,"","","","","","","https://www.badgermurphy.com/product/basil-premium-fresh-1-lb/","N/A","","","","","","Badger Murphy","",""
,"BATH TISSUE 2 PLY 500 SHEET 96 CT","9688","1 CASE","4x3.25","",,"","","","","","","https://www.badgermurphy.com/product/bath-tissue-2-ply-500-sheet-96-ct/","N/A","","","","","","Badger Murphy","",""
,"BATH TISSUE JUMBO 9 IN 2 PLY 12 CT","4097","1 CASE","1M""x3.75""","",,"","","","","","","https://www.badgermurphy.com/product/bath-tissue-jumbo-9-in-2-ply-12-ct/","N/A","","","","","","Badger Murphy","",""
,"BATH TISSUE JUNIOR JUMBO 2 PLY 18 CT +","9687","1 CASE +","475 FEET","",,"","","","","","","https://www.badgermurphy.com/product/bath-tissue-junior-jumbo-2-ply-18-ct/","KRUGER","","","","","","Badger Murphy","",""
,"BATTER MUFFIN BANANA NUT 18 LB *","5060","1 PAIL *","N/A","",,"","","","","","","https://www.badgermurphy.com/product/batter-muffin-banana-nut-18-lb/","POPPIES","","","","","","Badger Murphy","",""
,"BAY LEAVES WHOLE 1 LB","4343","1 JAR","1 LB.","",,"","","","","","","https://www.badgermurphy.com/product/bay-leaves-whole-1-lb/","DWS","","","","","","Badger Murphy","",""
,"BEAN SPROUTS 10 LB","4574","1 BAG","CASE","",,"","","","","","","https://www.badgermurphy.com/product/bean-sprouts-10-lb/","N/A","","","","","","Badger Murphy","",""
,"BEANS BAKED 6/#10","9002B","1 CASE","#10 CAN","",,"","","","","","","https://www.badgermurphy.com/product/beans-baked-6-10/","BUSHS","","","","","","Badger Murphy","",""
,"BEANS BLACK 12/15 OZ *","4200","1 CASE *","15 OZ.","",,"","","","","","","https://www.badgermurphy.com/product/beans-black-12-15-oz/","BUSHS","","","","","","Badger Murphy","",""
,"BEANS BLACK 6/#10","4219","1 CASE","#10 CAN","",,"","","","","","","https://www.badgermurphy.com/product/beans-black-6-10/","SUNFIELD","","","","","","Badger Murphy","",""
,"BEANS BLACK LOW SODIUM 6/#10 +","4222","1 CASE +","#10 CAN","",,"","","","","","","https://www.badgermurphy.com/product/beans-black-low-sodium-6-10/","BUSHS","","","","","","Badger Murphy","",""
