"name","sku","gtin","image","pack","size","retail_price","ordering_unit","is_catch_weight","average_case_weight","brand","taxonomy","level 1","level 2","level 3","manufacturer_name","distributor_name","content_url","description","unit_price","extra_data"
"Mediterranean Puffs","MEDITERRANEAN_ARTICHOKE",,"https://www.culinaryspecialties.net/wp-content/uploads/magictoolbox_cache/cf3e6ec01aac7cb79461bcfe9d0d075e/7/8/7859/thumb600x600/3678893710/artichoke-pequillo-feta-puff-pastry.jpg",,"",,,,,,,,,,,"Culinary Specialties","https://www.culinaryspecialties.net/product/mediterranean-en-croute/","Artichoke hearts, roasted bell peppers, feta cheese wrapped in puff pastry dough.",,"{""allergenInfo"":""Allergen info: Wheat, Soy, Milk, Egg"",""case count"":"" 50"",""categories"":""Categories: New for 2024, Puff Pastry""}"
"Chicken Pot Pie","22-10511",,"https://www.culinaryspecialties.net/wp-content/uploads/magictoolbox_cache/cf3e6ec01aac7cb79461bcfe9d0d075e/7/2/7251/thumb600x600/129002425/chicken-pot-pie1.jpg",,"100/1oz.",,,,,,,,,,,"Culinary Specialties","https://www.culinaryspecialties.net/product/chicken-pot-pie/","Slow roasted chicken, paired with carrots, peas, bay leafs and spices placed in a Tart shell and wrapped in a puff pastry.",,"{""allergenInfo"":""Allergen info: Wheat, Soy, Milk"",""case count"":"""",""categories"":""Puff Pastry""}"
"Chicken Marsala Wellington","04-10008",,"https://www.culinaryspecialties.net/wp-content/uploads/magictoolbox_cache/cf3e6ec01aac7cb79461bcfe9d0d075e/9/8/9899/thumb600x600/1216821101/Chicken-Marsala-Wellington.png",,"1oz.",,,,,,,,,,,"Culinary Specialties","https://www.culinaryspecialties.net/product/chicken-marsala-wellington/","Braised chicken breast in Marsala wine and mushroom cream sauce wrapped in puff pastry.",,"{""allergenInfo"":""Allergen info: Wheat, Milk, Egg, Soy"",""case count"":"" 100"",""categories"":""Categories: New for 2024, Puff Pastry""}"
"Chicken Cordon Bleu in Puff Pastry","04-10011",,"https://www.culinaryspecialties.net/wp-content/uploads/magictoolbox_cache/cf3e6ec01aac7cb79461bcfe9d0d075e/9/9/9901/thumb600x600/491758980/Chicken-Cordon-Bleu-in-Puff-Pastry.png",,"1oz.",,,,,,,,,,,"Culinary Specialties","https://www.culinaryspecialties.net/product/chicken-cordon-bleu-in-puff-pastry/","Braised chicken breast with ham, swiss cheese, dijon mustard and herbs wrapped in a French-style puff pastry.",,"{""allergenInfo"":""Allergen info: Wheat, Milk, Egg, Soy"",""case count"":"" 100"",""categories"":""Puff Pastry""}"
"Chicken & Mushroom Duxelle in Puff Pastry","08-75104",,"https://www.culinaryspecialties.net/wp-content/uploads/magictoolbox_cache/cf3e6ec01aac7cb79461bcfe9d0d075e/5/9/5944/thumb600x600/1335677845/Chicken_and_Mushroom_Duxelle_in_Puff_Pastry1.png",,"1oz.",,,,,,,,,,,"Culinary Specialties","https://www.culinaryspecialties.net/product/chicken-mushroom-duxelle-in-puff-pastry/","A tender piece of chicken breast paired with a delicious mushroom Duxelle wrapped in a puff pastry",,"{""allergenInfo"":""Allergen info: Wheat, Soy, Egg"",""case count"":"" 100"",""categories"":""Puff Pastry""}"
"Caprese Puffs","CAPRESE",,"https://www.culinaryspecialties.net/wp-content/uploads/magictoolbox_cache/cf3e6ec01aac7cb79461bcfe9d0d075e/7/8/7855/thumb600x600/2549608418/caprese-in-puff-pastry.jpg",,"",,,,,,,,,,,"Culinary Specialties","https://www.culinaryspecialties.net/product/caprese-en-croute/","Mozzarella cheese, tomatoes and basil wrapped in puff pastry dough.",,"{""allergenInfo"":""Allergen info: Wheat, Soy, Milk, Egg"",""case count"":"" 50"",""categories"":""Categories: New for 2024, Puff Pastry""}"
"Brie Cheese, Thyme and Honey Puffs","BCTHPUFF",,"https://www.culinaryspecialties.net/wp-content/uploads/magictoolbox_cache/cf3e6ec01aac7cb79461bcfe9d0d075e/6/8/6863/thumb600x600/2401361362/Brie_With_Honey_And_Thyme_Puffs1.jpg",,"100/1oz.",,,,,,,,,,,"Culinary Specialties","https://www.culinaryspecialties.net/product/brie-cheese-thyme-and-honey-puffs/","A tasty combination of brie cheese, Honey and Thyme wrapped in a puff pastry.",,"{""allergenInfo"":""Allergen info: Wheat, Soy, Egg"",""case count"":"""",""categories"":""Puff Pastry""}"
"Brie and Apricot En Croute","08-10004",,"https://www.culinaryspecialties.net/wp-content/uploads/magictoolbox_cache/cf3e6ec01aac7cb79461bcfe9d0d075e/5/9/5946/thumb600x600/3710563005/Brie_and_Apricot_en_Croute1.png",,"1oz.",,,,,,,,,,,"Culinary Specialties","https://www.culinaryspecialties.net/product/brie-and-apricot-en-croute/","A tasty blend of brie cheese and apricots placed in a tartlette and wrapped in a puff pastry",,"{""allergenInfo"":""Allergen info: Wheat, Soy, milk, Nuts, Egg"",""case count"":"" 100"",""categories"":""Puff Pastry""}"
"Breakfast Turnover","3oz_turnover",,"https://www.culinaryspecialties.net/wp-content/uploads/magictoolbox_cache/cf3e6ec01aac7cb79461bcfe9d0d075e/7/1/7186/thumb600x600/2408345243/3oz-turnover-egg-mushroom-ham-swiss1.jpg",,"3oz.",,,,,,,,,,,"Culinary Specialties","https://www.culinaryspecialties.net/product/breakfast-turnover/","A delicious combination of eggs, wild mushrooms, ham and swiss cheese hand wrapped in a puff pastry. Different sizes available.",,"{""allergenInfo"":""Allergen info: Wheat, Soy, Egg"",""case count"":"""",""categories"":""Categories: New for 2024, Puff Pastry, Special""}"
"Beef Bourguignon in Puff Pastry","04-10007",,"https://www.culinaryspecialties.net/wp-content/uploads/magictoolbox_cache/cf3e6ec01aac7cb79461bcfe9d0d075e/9/9/9900/thumb600x600/4078149427/Beef-Bourguignon-in-Puff-Pastry.png",,"1oz.",,,,,,,,,,,"Culinary Specialties","https://www.culinaryspecialties.net/product/beef-bourguignon-in-puff-pastry/","Tender beef simmered in a rich red wine, accompanied by crimini mushrooms, onions, bacon, carrots, beets, tomatoes, herbs and spices wrapped in a French-style puff pastry.",,"{""allergenInfo"":""Allergen info: Wheat, Milk, Egg, Soy"",""case count"":"" 100"",""categories"":""Categories: New for 2024, Puff Pastry""}"
"Beef and Mushroom Duxelle in Puff Pastry","08-75200",,"https://www.culinaryspecialties.net/wp-content/uploads/magictoolbox_cache/cf3e6ec01aac7cb79461bcfe9d0d075e/5/9/5943/thumb600x600/1673962945/Beef_and_Mushroom_Duxelle_in_Puff_Pastry1.png",,"1oz.",,,,,,,,,,,"Culinary Specialties","https://www.culinaryspecialties.net/product/beef-and-mushroom-duxelle-in-puff-pastry/","A tender piece of beef tenderloin paired with a delicious truffled wild mushroom and thyme duxelle wrapped in a French-style puff pastry.",,"{""allergenInfo"":""Allergen info: Wheat, Soy, Egg"",""case count"":"" 100"",""categories"":""Puff Pastry""}"
"Andouille Sausage En Croute","08-10200",,"https://www.culinaryspecialties.net/wp-content/uploads/magictoolbox_cache/cf3e6ec01aac7cb79461bcfe9d0d075e/7/1/7189/thumb600x600/1345267201/andouille-en-croute1.jpg",,"100/1oz.",,,,,,,,,,,"Culinary Specialties","https://www.culinaryspecialties.net/product/andouille-sausage-en-croute/","Andouille sausage, paired with Marinara sauce hand wrapped in a puff pastry",,"{""allergenInfo"":""Allergen info: Wheat, Soy, Egg"",""case count"":"""",""categories"":""Puff Pastry""}"
