"name","sku","gtin","image","pack","size","retail_price","ordering_unit","is_catch_weight","average_case_weight","brand","taxonomy","level 1","level 2","level 3","manufacturer_name","distributor_name","content_url","description","unit_price","extra_data"
"Wild Mushroom Chicken Roulade","ROULADEWMC",,"https://www.culinaryspecialties.net/wp-content/uploads/magictoolbox_cache/cf3e6ec01aac7cb79461bcfe9d0d075e/8/9/8912/thumb600x600/532206512/wild-mushroom-roulade-culinary-specialties-1.png",,"2.5lbs.",,,,,,,,,,,"Culinary Specialties","https://www.culinaryspecialties.net/product/wild-mushroom-chicken-roulade/","Chicken breast roll stuffed with a delicious mixture of Shiitake mushrooms, Portobello mushrooms, Champignon mushrooms, ricotta cheese, parmesan cheese, fresh thyme, salt and pepper.",,"{""allergenInfo"":""Allergen info: Milk"",""case count"":"" 5"",""categories"":"" Roulade""}"
"Roulade","CHICKENBREASTROULADE",,"https://www.culinaryspecialties.net/wp-content/uploads/magictoolbox_cache/cf3e6ec01aac7cb79461bcfe9d0d075e/6/3/6378/thumb600x600/1596849333/8oz_Chicken_Breast_Roulade1.png",,"",,,,,,,,,,,"Culinary Specialties","https://www.culinaryspecialties.net/product/roulade/","Chicken Breast or Thigh Meat – Turkey – Pork",,"{""allergenInfo"":"""",""case count"":"""",""categories"":"" Roulade""}"
"Mediterranean Chicken Roulade","ROULADEMC",,"https://www.culinaryspecialties.net/wp-content/uploads/magictoolbox_cache/cf3e6ec01aac7cb79461bcfe9d0d075e/8/9/8909/thumb600x600/671114306/Mediterranean-roulade.png",,"2.5lbs.",,,,,,,,,,,"Culinary Specialties","https://www.culinaryspecialties.net/product/mediterranean-chicken-roulade/","Chicken breast roll stuffed with spinach, artichoke hearts, olives, feta cheese, red onions, red bell peppers, salt and pepper.",,"{""allergenInfo"":""Allergen info: Milk"",""case count"":"" 5"",""categories"":"" Roulade""}"
"Italian Chicken Roulade","ROULADEITALY",,"https://www.culinaryspecialties.net/wp-content/uploads/magictoolbox_cache/cf3e6ec01aac7cb79461bcfe9d0d075e/8/9/8911/thumb600x600/1186753987/italian-roulade-culinary-specialties-1.png",,"2.5lbs.",,,,,,,,,,,"Culinary Specialties","https://www.culinaryspecialties.net/product/italian-chicken-roulade/","Chicken breast roll stuffed with a combination of crispy Prosciutto, mushrooms, red onions, olives, tomatoes, parmesan cheese, ricotta cheese, salt and pepper.",,"{""allergenInfo"":""Allergen info: Milk"",""case count"":"" 5"",""categories"":"" Roulade""}"
"Greek Chicken Roulade","ROULADEGREEK",,"https://www.culinaryspecialties.net/wp-content/uploads/magictoolbox_cache/cf3e6ec01aac7cb79461bcfe9d0d075e/8/9/8910/thumb600x600/772441868/greek-chicken-roulade-culinary-specialties-1.png",,"2.5lbs.",,,,,,,,,,,"Culinary Specialties","https://www.culinaryspecialties.net/product/greek-chicken-roulade/","Chicken breast roll stuffed with sundried tomatoes, olives, oregano, feta cheese, parmesan cheese, salt and pepper.",,"{""allergenInfo"":""Allergen info: Milk"",""case count"":"" 5"",""categories"":"" Roulade""}"
"Florentine Chicken Roulade","ROULADEFC",,"https://www.culinaryspecialties.net/wp-content/uploads/magictoolbox_cache/cf3e6ec01aac7cb79461bcfe9d0d075e/8/9/8907/thumb600x600/3122313908/culinary-specialities-2021-03-05-77.png",,"2.5lbs.",,,,,,,,,,,"Culinary Specialties","https://www.culinaryspecialties.net/product/florentine-chicken-roulade/","Chicken breast roll stuffed with delicious creamed spinach, red bell peppers, mozzarella cheese, parmesan cheese, salt and pepper.",,"{""allergenInfo"":""Allergen info: Milk"",""case count"":"" 5"",""categories"":"" Roulade""}"
