"id","name","description","product_variants","sku","pack","size","gtin","sale_price","is_catch_weight","average_case_weight","image_url","vendor_sku","content_url","ordering_unit","is_broken_case","avg_case_weight","brand","category","sub-category","product-category-style","vendor_name","distributor_name","supplier_name","country_of_origin","productDescriptor","sellingBulletPoints","shelfLife","materialYield","length","width","height","nutritionalInfo","allergenInfo","servingSuggestions","preparationSuggestions","packagingStorage"
"3671480b-d078-4753-8081-54aef5959b71","Pastry - Cherry Almond Danish","<p>At Share Good Foods, we're passionate about bringing you the highest quality grab-n-go food ideas from around the world. We believe that food should be more than just sustenance; it should be an experience. That's why we source our products from providers who are committed to using the finest ingredients and traditional methods.</p><p><br></p><p><strong>Case of 4 Danishes</strong></p>","","d7d61a6f-0371-45e2-ace3-b5346bad2c85","Cases (4x)","1 Each","","",,,"https://cdn-s3-odeko-item-management-prod.odeko.com/images/608f7081-3f38-43d8-bb20-362e94773e8c.png",,"https://portal.odeko.com/supply/locations/238ae091-397c-480d-b630-88c1202274b1/catalog/item/3671480b-d078-4753-8081-54aef5959b71",,,,"Share Good Foods","Baked Goods","Viennoiserie",,,"ODEKO",,,,,,,,,,,,,,
"af99dbc8-d2d8-43f3-9a6b-934104a30846","Pastry - Cream Cheese Danish","<p>At Share Good Foods, we're passionate about bringing you the highest quality grab-n-go food ideas from around the world. We believe that food should be more than just sustenance; it should be an experience. That's why we source our products from providers who are committed to using the finest ingredients and traditional methods.</p><p><br></p><p><strong>Case of 4 Danishes</strong></p>","","d7d61a6f-0371-45e2-ace3-b5346bad2c85","Cases (4x)","1 Each","","",,,"https://cdn-s3-odeko-item-management-prod.odeko.com/images/e51c4828-ecd4-482f-a174-e5b6f112bd7b.png",,"https://portal.odeko.com/supply/locations/238ae091-397c-480d-b630-88c1202274b1/catalog/item/af99dbc8-d2d8-43f3-9a6b-934104a30846",,,,"Share Good Foods","Baked Goods","Viennoiserie",,,"ODEKO",,,,,,,,,,,,,,
"8fc11f56-61e9-4628-949f-a4cff3f9a3f2","Cookies - Chocolate Chip","<p>At Share Good Foods, we're passionate about bringing you the highest quality grab-n-go food ideas from around the world. We believe that food should be more than just sustenance; it should be an experience. That's why we source our products from providers who are committed to using the finest ingredients and traditional methods.</p><p><br></p><p><strong>Case of 6 Cookies</strong></p>","","d7d61a6f-0371-45e2-ace3-b5346bad2c85","Cases (6x)","1 Each","","",,,"https://cdn-s3-odeko-item-management-prod.odeko.com/images/32d7a26d-16d0-4d70-b754-d6b557a184ce.png",,"https://portal.odeko.com/supply/locations/238ae091-397c-480d-b630-88c1202274b1/catalog/item/8fc11f56-61e9-4628-949f-a4cff3f9a3f2",,,,"Share Good Foods","Baked Goods","Sweets",,,"ODEKO",,,,,,,,,,,,,,
"d4ad7210-68bf-4178-9d08-3e36e21bc3b8","Cookies - Frosted Sugar","<p>At Share Good Foods, we're passionate about bringing you the highest quality grab-n-go food ideas from around the world. We believe that food should be more than just sustenance; it should be an experience. That's why we source our products from providers who are committed to using the finest ingredients and traditional methods.</p><p><br></p><p><strong>Case of 6 Cookies</strong></p>","","d7d61a6f-0371-45e2-ace3-b5346bad2c85","Cases (6x)","1 Each","","",,,"https://cdn-s3-odeko-item-management-prod.odeko.com/images/620ef7cc-25d8-4fa6-bf22-c0d51be78d96.png",,"https://portal.odeko.com/supply/locations/238ae091-397c-480d-b630-88c1202274b1/catalog/item/d4ad7210-68bf-4178-9d08-3e36e21bc3b8",,,,"Share Good Foods","Baked Goods","Sweets",,,"ODEKO",,,,,,,,,,,,,,
"56839ed1-055a-41f4-a3a5-a97a4472eb43","Gnarly Mountain Cookies - Colorado Sweet Corn","<p>The
  only way to perfect the corn muffin was to make it into a cookie with a
  little extra honey. Just the right amount of sweetness for a morning snack.
  Just the right amount of sweetness for a holiday dessert. Featuring Bow &amp;
  Arrow Brand Whole Grain Cornmeal.</p><p><br></p><p><strong>Ingredients:</strong>&nbsp;Butter,
  All-Purpose Flour, Brown Sugar, Pasteurized Egg, Granulated Sugar, Iodized
  Salt, Baking Soda, Bow &amp; Arrow Brand Whole Grain Cornmeal, Honey, Freeze
  Dried Corn, Vanilla Extract</p><p><br></p><p><strong>Allergens:</strong>&nbsp;Egg,
  Gluten</p>","","d7d61a6f-0371-45e2-ace3-b5346bad2c85","Each","4 oz","","",,,"https://cdn-s3-odeko-item-management-prod.odeko.com/images/96c4ad9f-ff13-40a1-8f2d-f80e962ffc89.png",,"https://portal.odeko.com/supply/locations/238ae091-397c-480d-b630-88c1202274b1/catalog/item/56839ed1-055a-41f4-a3a5-a97a4472eb43",,,,"Gnarly Mountain Cookies","Baked Goods","Sweets",,,"ODEKO",,,,,,,,,,,,,,
"f94a02f2-7e92-4a55-bcf3-9014f4619b0b","Gnarly Mountain Cookies - Horchata","<p>The
  wonderful horchata flavor was made for cookies. This cookie was designed for
  a morning treat, but it can be enjoyed all hours of the day. Cinnamon ALL DAY
  Cookie monsters!</p><p><br></p><p><strong>Ingredients:</strong>&nbsp;Butter,
  All-Purpose Flour, Brown Sugar, Pasteurized Egg, Granulated Sugar, Iodized
  Salt, Baking Soda, Horchata Powder (Dextrose, Sugar, Titanium Dioxide,
  Maltodextrin, Partially Hydrogenated Vegetable Oil (May Contain Soybean
  and/or Canola and/or Palm Oil), Skimmed Milk Powder, Artificial Flavor, Guar
  Gum, Silicon Dioxide, Aspartame, Powdered Cinnamon, Rice Flour, Acesulfame,
  Potassium, Ascorbic Acid (Vitamin C) and Caramel), White Chips, Butter Scotch
  Chips, Rum Extract, Cinnamon, Vanilla Extract</p><p><br></p><p><strong>Allergens:&nbsp;</strong>Rice,
  Milk, Egg, Gluten</p>","","d7d61a6f-0371-45e2-ace3-b5346bad2c85","Each","4 oz","","",,,"https://cdn-s3-odeko-item-management-prod.odeko.com/images/e5923cf5-b4fe-43d1-88fc-0dc64a599032.png",,"https://portal.odeko.com/supply/locations/238ae091-397c-480d-b630-88c1202274b1/catalog/item/f94a02f2-7e92-4a55-bcf3-9014f4619b0b",,,,"Gnarly Mountain Cookies","Baked Goods","Sweets",,,"ODEKO",,,,,,,,,,,,,,
"9d55380b-084b-4955-abd8-73e9eb52921f","Gnarly Mountain Cookies - Limoncello","<p>Our
  very own lemon cookie with a smooth vanilla and citrus glaze topped with
  candied lemon zest. Your taste buds will thank you again and again.</p><p><br></p><p><strong>Ingredients:</strong>&nbsp;Butter,
  All-Purpose Flour, Brown Sugar, Pasteurized Egg, Granulated Sugar, Iodized
  Salt, Baking Soda, Lemon Juice, Vanilla Syrup, Candied Lemon Zest, Vanilla
  Extract</p><p><br></p><p><strong>Allergens</strong>:&nbsp;Egg,
  Gluten</p>","","d7d61a6f-0371-45e2-ace3-b5346bad2c85","Each","4 oz","","",,,"https://cdn-s3-odeko-item-management-prod.odeko.com/images/3d47476a-29bb-4c0b-9e0a-98f3a3a86535.png",,"https://portal.odeko.com/supply/locations/238ae091-397c-480d-b630-88c1202274b1/catalog/item/9d55380b-084b-4955-abd8-73e9eb52921f",,,,"Gnarly Mountain Cookies","Baked Goods","Sweets",,,"ODEKO",,,,,,,,,,,,,,
"0f040b0e-6384-4f6e-b442-60418837517f","Gnarly Mountain Cookies - Oatmeal Maple Raisin","<p>Just
  the right amount of oats mixed with both Golden and Red Raisins mixed in a
  rich Maple base.</p><p><br></p><p><strong>Ingredients:</strong>&nbsp;Butter,
  All-Purpose Flour, Brown Sugar, Pasteurized Egg, Granulated Sugar, Iodized
  Salt, Baking Soda, Maple Syrup, Oats, Raisins, Maple Extract</p><p><br></p><p><strong>Allergens:</strong>&nbsp;Egg,
  Gluten</p>","","d7d61a6f-0371-45e2-ace3-b5346bad2c85","Each","4 oz","","",,,"https://cdn-s3-odeko-item-management-prod.odeko.com/images/09f87234-29c9-4d4c-9131-fafb6a5cf99d.png",,"https://portal.odeko.com/supply/locations/238ae091-397c-480d-b630-88c1202274b1/catalog/item/0f040b0e-6384-4f6e-b442-60418837517f",,,,"Gnarly Mountain Cookies","Baked Goods","Sweets",,,"ODEKO",,,,,,,,,,,,,,
"ca91e7b5-6ae6-4216-ae00-792fc1b3f763","Gnarly Mountain Cookies - Root Beer Float","<p>We just
  couldn't resist using sweet cherries, smooth vanilla, and Rocky Mountain Soda
  Company's Root Beer for our Root Beer Float Cookie. After one bite, you'll go
  back in time and remember one of the best parts of your childhood. No straw
  necessary!!</p><p><br></p><p><strong>Ingredients:&nbsp;</strong>Butter,
  All-Purpose Flour, Brown Sugar, Pasteurized Egg, Granulated Sugar, Iodized
  Salt, Baking Soda, Root Beer Extract, Vanilla Bark, Root Beer Concentrate,
  Vanilla, Maraschino Cherries, Hydrogenated Palm Oil, Nonfat Milk Powder,
  Natural and Artificial Flavor, Soy Lecithin (an Emulsifier). Featuring Rocky
  Mountain Root Beer.</p><p><br></p><p><strong>Allergens</strong>:&nbsp;Soy,
  Milk, Egg, Gluten</p>","","d7d61a6f-0371-45e2-ace3-b5346bad2c85","Each","4 oz","","",,,"https://cdn-s3-odeko-item-management-prod.odeko.com/images/bf09d3f4-0b98-4a5e-801b-a64363bb7202.png",,"https://portal.odeko.com/supply/locations/238ae091-397c-480d-b630-88c1202274b1/catalog/item/ca91e7b5-6ae6-4216-ae00-792fc1b3f763",,,,"Gnarly Mountain Cookies","Baked Goods","Sweets",,,"ODEKO",,,,,,,,,,,,,,
"eb30b8e5-4bfb-432f-8c1e-17002035bb38","Gnarly Mountain Cookies - Salted Key Lime","<p>Sweet +
  Salty = The Perfect Combo! Try a Salted Key Lime Pie cookie with fresh lime
  zest and an agave glaze. Salud!</p><p><br></p><p><strong>Ingredients:&nbsp;</strong>Butter,
  All-Purpose Flour, Brown Sugar, Pasteurized Egg, Granulated Sugar, Iodized
  Salt, Baking Soda, Agave Syrup, Lime, Vanilla Extract, Powdered Sugar</p><p><br></p><p><strong>Allergens:</strong>&nbsp;Egg,
  Gluten</p>","","d7d61a6f-0371-45e2-ace3-b5346bad2c85","Each","4 oz","","",,,"https://cdn-s3-odeko-item-management-prod.odeko.com/images/3bf2a523-85a9-4f89-94cc-5ecedd9d2a06.png",,"https://portal.odeko.com/supply/locations/238ae091-397c-480d-b630-88c1202274b1/catalog/item/eb30b8e5-4bfb-432f-8c1e-17002035bb38",,,,"Gnarly Mountain Cookies","Baked Goods","Sweets",,,"ODEKO",,,,,,,,,,,,,,
